Price_Date,States,Commodity,Price
13-May-19,Delhi,Mango,3958.00
13-May-19,Delhi,Mango,3052.00
13-May-19,Delhi,Mango,5500.00
13-May-19,Delhi,Mango,4250.00
11-May-19,Delhi,Mango,4268.00
11-May-19,Delhi,Mango,3958.00
11-May-19,Delhi,Mango,3052.00
11-May-19,Delhi,Mango,5500.00
11-May-19,Delhi,Mango,4250.00
10-May-19,Delhi,Mango,4268.00
10-May-19,Delhi,Mango,3958.00
10-May-19,Delhi,Mango,3052.00
10-May-19,Delhi,Mango,5500.00
09-May-19,Delhi,Mango,4268.00
09-May-19,Delhi,Mango,3958.00
09-May-19,Delhi,Mango,3073.00
09-May-19,Delhi,Mango,5250.00
08-May-19,Delhi,Mango,4155.00
08-May-19,Delhi,Mango,3958.00
08-May-19,Delhi,Mango,3073.00
08-May-19,Delhi,Mango,5250.00
07-May-19,Delhi,Mango,4276.00
07-May-19,Delhi,Mango,3958.00
07-May-19,Delhi,Mango,3125.00
07-May-19,Delhi,Mango,6000.00
06-May-19,Delhi,Mango,4167.00
06-May-19,Delhi,Mango,3583.00
06-May-19,Delhi,Mango,3125.00
06-May-19,Delhi,Mango,6500.00
04-May-19,Delhi,Mango,4245.00
04-May-19,Delhi,Mango,3583.00
04-May-19,Delhi,Mango,3125.00
04-May-19,Delhi,Mango,6500.00
03-May-19,Delhi,Mango,4245.00
03-May-19,Delhi,Mango,3958.00
03-May-19,Delhi,Mango,3125.00
03-May-19,Delhi,Mango,6250.00
02-May-19,Delhi,Mango,4306.00
02-May-19,Delhi,Mango,4125.00
02-May-19,Delhi,Mango,3125.00
02-May-19,Delhi,Mango,7000.00
01-May-19,Delhi,Mango,4336.00
01-May-19,Delhi,Mango,4125.00
01-May-19,Delhi,Mango,3260.00
01-May-19,Delhi,Mango,7000.00
30-Apr-19,Delhi,Mango,4336.00
30-Apr-19,Delhi,Mango,3708.00
30-Apr-19,Delhi,Mango,3375.00
30-Apr-19,Delhi,Mango,6750.00
29-Apr-19,Delhi,Mango,4394.00
29-Apr-19,Delhi,Mango,3681.00
29-Apr-19,Delhi,Mango,3472.00
29-Apr-19,Delhi,Mango,6750.00
27-Apr-19,Delhi,Mango,4321.00
27-Apr-19,Delhi,Mango,4006.00
27-Apr-19,Delhi,Mango,3760.00
27-Apr-19,Delhi,Mango,7000.00
26-Apr-19,Delhi,Mango,4410.00
26-Apr-19,Delhi,Mango,4006.00
26-Apr-19,Delhi,Mango,3847.00
26-Apr-19,Delhi,Mango,7000.00
25-Apr-19,Delhi,Mango,4391.00
25-Apr-19,Delhi,Mango,4167.00
25-Apr-19,Delhi,Mango,3458.00
25-Apr-19,Delhi,Mango,7000.00
24-Apr-19,Delhi,Mango,4138.00
24-Apr-19,Delhi,Mango,4000.00
24-Apr-19,Delhi,Mango,3083.00
24-Apr-19,Delhi,Mango,6500.00
23-Apr-19,Delhi,Mango,4269.00
23-Apr-19,Delhi,Mango,3667.00
23-Apr-19,Delhi,Mango,3083.00
23-Apr-19,Delhi,Mango,6250.00
22-Apr-19,Delhi,Mango,4269.00
22-Apr-19,Delhi,Mango,3667.00
22-Apr-19,Delhi,Mango,3083.00
22-Apr-19,Delhi,Mango,6250.00
20-Apr-19,Delhi,Mango,4436.00
20-Apr-19,Delhi,Mango,3778.00
20-Apr-19,Delhi,Mango,3083.00
20-Apr-19,Delhi,Mango,6500.00
19-Apr-19,Delhi,Mango,4397.00
19-Apr-19,Delhi,Mango,3772.00
19-Apr-19,Delhi,Mango,2875.00
18-Apr-19,Delhi,Mango,4551.00
18-Apr-19,Delhi,Mango,3722.00
18-Apr-19,Delhi,Mango,2875.00
17-Apr-19,Delhi,Mango,4800.00
17-Apr-19,Delhi,Mango,3589.00
17-Apr-19,Delhi,Mango,4167.00
16-Apr-19,Delhi,Mango,4938.00
16-Apr-19,Delhi,Mango,3589.00
16-Apr-19,Delhi,Mango,4167.00
15-Apr-19,Delhi,Mango,4933.00
15-Apr-19,Delhi,Mango,3589.00
15-Apr-19,Delhi,Mango,4167.00
13-Apr-19,Delhi,Mango,5490.00
13-Apr-19,Delhi,Mango,4211.00
13-Apr-19,Delhi,Mango,4167.00
12-Apr-19,Delhi,Mango,5490.00
12-Apr-19,Delhi,Mango,4211.00
12-Apr-19,Delhi,Mango,4167.00
11-Apr-19,Delhi,Mango,5487.00
11-Apr-19,Delhi,Mango,4300.00
11-Apr-19,Delhi,Mango,4792.00
10-Apr-19,Delhi,Mango,5778.00
10-Apr-19,Delhi,Mango,4300.00
10-Apr-19,Delhi,Mango,4792.00
09-Apr-19,Delhi,Mango,5778.00
09-Apr-19,Delhi,Mango,4300.00
09-Apr-19,Delhi,Mango,4792.00
08-Apr-19,Delhi,Mango,5778.00
08-Apr-19,Delhi,Mango,4522.00
08-Apr-19,Delhi,Mango,4792.00
06-Apr-19,Delhi,Mango,5859.00
06-Apr-19,Delhi,Mango,4378.00
06-Apr-19,Delhi,Mango,4792.00
05-Apr-19,Delhi,Mango,6636.00
05-Apr-19,Delhi,Mango,4378.00
05-Apr-19,Delhi,Mango,5167.00
04-Apr-19,Delhi,Mango,6464.00
04-Apr-19,Delhi,Mango,4708.00
04-Apr-19,Delhi,Mango,5000.00
03-Apr-19,Delhi,Mango,6464.00
03-Apr-19,Delhi,Mango,4708.00
03-Apr-19,Delhi,Mango,5000.00
02-Apr-19,Delhi,Mango,6357.00
02-Apr-19,Delhi,Mango,4708.00
02-Apr-19,Delhi,Mango,5000.00
01-Apr-19,Delhi,Mango,5700.00
01-Apr-19,Delhi,Mango,5063.00
01-Apr-19,Delhi,Mango,5000.00
30-Mar-19,Delhi,Mango,6033.00
30-Mar-19,Delhi,Mango,5375.00
30-Mar-19,Delhi,Mango,4542.00
29-Mar-19,Delhi,Mango,6067.00
29-Mar-19,Delhi,Mango,5375.00
29-Mar-19,Delhi,Mango,4542.00
27-Mar-19,Delhi,Mango,6067.00
27-Mar-19,Delhi,Mango,4542.00
26-Mar-19,Delhi,Mango,5827.00
26-Mar-19,Delhi,Mango,4542.00
25-Mar-19,Delhi,Mango,5727.00
25-Mar-19,Delhi,Mango,4542.00
23-Mar-19,Delhi,Mango,5527.00
23-Mar-19,Delhi,Mango,4542.00
22-Mar-19,Delhi,Mango,6667.00
22-Mar-19,Delhi,Mango,4542.00
20-Mar-19,Delhi,Mango,6667.00
20-Mar-19,Delhi,Mango,4542.00
19-Mar-19,Delhi,Mango,6667.00
19-Mar-19,Delhi,Mango,4542.00
18-Mar-19,Delhi,Mango,6667.00
18-Mar-19,Delhi,Mango,4542.00
16-Mar-19,Delhi,Mango,7500.00
16-Mar-19,Delhi,Mango,4542.00
15-Mar-19,Delhi,Mango,7500.00
15-Mar-19,Delhi,Mango,4542.00
14-Mar-19,Delhi,Mango,7500.00
14-Mar-19,Delhi,Mango,4542.00
13-Mar-19,Delhi,Mango,7500.00
13-Mar-19,Delhi,Mango,4542.00
12-Mar-19,Delhi,Mango,7500.00
11-Mar-19,Delhi,Mango,7917.00
09-Mar-19,Delhi,Mango,8333.00
08-Mar-19,Delhi,Mango,8333.00
07-Mar-19,Delhi,Mango,8333.00
06-Mar-19,Delhi,Mango,8333.00
05-Mar-19,Delhi,Mango,8333.00
04-Mar-19,Delhi,Mango,8333.00
02-Mar-19,Delhi,Mango,8333.00
01-Mar-19,Delhi,Mango,8333.00
28-Feb-19,Delhi,Mango,8333.00
31-Jan-19,Delhi,Mango,10417.00
30-Jan-19,Delhi,Mango,10417.00
29-Jan-19,Delhi,Mango,10417.00
28-Jan-19,Delhi,Mango,10417.00
24-Jan-19,Delhi,Mango,10167.00
23-Jan-19,Delhi,Mango,10167.00
22-Jan-19,Delhi,Mango,9500.00
22-Jan-19,Delhi,Mango,5000.00
21-Jan-19,Delhi,Mango,11667.00
21-Jan-19,Delhi,Mango,6833.00
19-Jan-19,Delhi,Mango,12500.00
19-Jan-19,Delhi,Mango,7000.00
18-Jan-19,Delhi,Mango,12500.00
18-Jan-19,Delhi,Mango,7000.00
17-Jan-19,Delhi,Mango,12500.00
17-Jan-19,Delhi,Mango,7000.00
16-Jan-19,Delhi,Mango,12750.00
16-Jan-19,Delhi,Mango,7875.00
15-Jan-19,Delhi,Mango,12333.00
15-Jan-19,Delhi,Mango,7875.00
14-Jan-19,Delhi,Mango,12417.00
14-Jan-19,Delhi,Mango,7875.00
12-Jan-19,Delhi,Mango,11583.00
12-Jan-19,Delhi,Mango,7875.00
11-Jan-19,Delhi,Mango,11583.00
11-Jan-19,Delhi,Mango,7875.00
07-Jan-19,Delhi,Mango,12000.00
07-Jan-19,Delhi,Mango,7875.00
05-Jan-19,Delhi,Mango,12000.00
05-Jan-19,Delhi,Mango,7875.00
04-Jan-19,Delhi,Mango,12000.00
04-Jan-19,Delhi,Mango,7875.00
03-Jan-19,Delhi,Mango,12000.00
03-Jan-19,Delhi,Mango,7875.00
02-Jan-19,Delhi,Mango,13167.00
02-Jan-19,Delhi,Mango,7875.00
01-Jan-19,Delhi,Mango,13167.00
01-Jan-19,Delhi,Mango,7875.00
31-Dec-18,Delhi,Mango,7875.00
28-Dec-18,Delhi,Mango,7875.00
13-Sep-18,Delhi,Mango,3250.00
13-Sep-18,Delhi,Mango,12292.00
12-Sep-18,Delhi,Mango,3250.00
12-Sep-18,Delhi,Mango,12292.00
11-Sep-18,Delhi,Mango,3250.00
11-Sep-18,Delhi,Mango,12292.00
10-Sep-18,Delhi,Mango,3250.00
08-Sep-18,Delhi,Mango,3250.00
07-Sep-18,Delhi,Mango,3250.00
06-Sep-18,Delhi,Mango,3250.00
05-Sep-18,Delhi,Mango,3250.00
04-Sep-18,Delhi,Mango,3458.00
03-Sep-18,Delhi,Mango,3458.00
01-Sep-18,Delhi,Mango,3458.00
31-Aug-18,Delhi,Mango,3458.00
30-Aug-18,Delhi,Mango,3125.00
23-Aug-18,Delhi,Mango,1750.00
22-Aug-18,Delhi,Mango,1750.00
21-Aug-18,Delhi,Mango,1750.00
20-Aug-18,Delhi,Mango,1750.00
18-Aug-18,Delhi,Mango,1750.00
17-Aug-18,Delhi,Mango,1750.00
16-Aug-18,Delhi,Mango,1750.00
14-Aug-18,Delhi,Mango,1750.00
13-Aug-18,Delhi,Mango,1750.00
11-Aug-18,Delhi,Mango,1750.00
10-Aug-18,Delhi,Mango,1967.00
09-Aug-18,Delhi,Mango,1967.00
08-Aug-18,Delhi,Mango,1967.00
07-Aug-18,Delhi,Mango,1967.00
06-Aug-18,Delhi,Mango,1967.00
04-Aug-18,Delhi,Mango,1967.00
03-Aug-18,Delhi,Mango,1967.00
02-Aug-18,Delhi,Mango,2033.00
31-Jul-18,Delhi,Mango,1925.00
30-Jul-18,Delhi,Mango,1925.00
28-Jul-18,Delhi,Mango,1914.00
27-Jul-18,Delhi,Mango,1939.00
26-Jul-18,Delhi,Mango,2600.00
26-Jul-18,Delhi,Mango,2071.00
25-Jul-18,Delhi,Mango,2600.00
25-Jul-18,Delhi,Mango,2192.00
24-Jul-18,Delhi,Mango,1939.00
24-Jul-18,Delhi,Mango,2108.00
23-Jul-18,Delhi,Mango,2600.00
23-Jul-18,Delhi,Mango,2077.00
21-Jul-18,Delhi,Mango,2450.00
21-Jul-18,Delhi,Mango,2010.00
20-Jul-18,Delhi,Mango,1864.00
20-Jul-18,Delhi,Mango,2021.00
19-Jul-18,Delhi,Mango,1864.00
19-Jul-18,Delhi,Mango,2058.00
18-Jul-18,Delhi,Mango,2287.00
17-Jul-18,Delhi,Mango,2543.00
16-Jul-18,Delhi,Mango,2543.00
14-Jul-18,Delhi,Mango,2543.00
13-Jul-18,Delhi,Mango,2543.00
12-Jul-18,Delhi,Mango,2543.00
11-Jul-18,Delhi,Mango,2543.00
10-Jul-18,Delhi,Mango,2543.00
09-Jul-18,Delhi,Mango,2572.00
09-Jul-18,Delhi,Mango,1267.00
07-Jul-18,Delhi,Mango,2572.00
07-Jul-18,Delhi,Mango,1267.00
06-Jul-18,Delhi,Mango,2572.00
06-Jul-18,Delhi,Mango,1267.00
05-Jul-18,Delhi,Mango,2572.00
05-Jul-18,Delhi,Mango,1267.00
04-Jul-18,Delhi,Mango,2572.00
04-Jul-18,Delhi,Mango,1267.00
03-Jul-18,Delhi,Mango,2572.00
03-Jul-18,Delhi,Mango,1267.00
02-Jul-18,Delhi,Mango,2792.00
02-Jul-18,Delhi,Mango,1267.00
30-Jun-18,Delhi,Mango,2792.00
30-Jun-18,Delhi,Mango,1267.00
29-Jun-18,Delhi,Mango,2792.00
29-Jun-18,Delhi,Mango,1267.00
28-Jun-18,Delhi,Mango,2792.00
28-Jun-18,Delhi,Mango,1267.00
27-Jun-18,Delhi,Mango,2792.00
27-Jun-18,Delhi,Mango,1267.00
27-Jun-18,Delhi,Mango,2408.00
26-Jun-18,Delhi,Mango,2792.00
26-Jun-18,Delhi,Mango,1267.00
26-Jun-18,Delhi,Mango,2408.00
25-Jun-18,Delhi,Mango,2792.00
25-Jun-18,Delhi,Mango,1267.00
25-Jun-18,Delhi,Mango,2408.00
23-Jun-18,Delhi,Mango,2792.00
23-Jun-18,Delhi,Mango,1267.00
23-Jun-18,Delhi,Mango,2408.00
22-Jun-18,Delhi,Mango,2792.00
22-Jun-18,Delhi,Mango,1267.00
22-Jun-18,Delhi,Mango,2408.00
21-Jun-18,Delhi,Mango,2792.00
21-Jun-18,Delhi,Mango,1267.00
21-Jun-18,Delhi,Mango,2408.00
20-Jun-18,Delhi,Mango,2792.00
20-Jun-18,Delhi,Mango,1267.00
20-Jun-18,Delhi,Mango,2392.00
19-Jun-18,Delhi,Mango,2538.00
19-Jun-18,Delhi,Mango,1267.00
18-Jun-18,Delhi,Mango,2792.00
18-Jun-18,Delhi,Mango,1267.00
16-Jun-18,Delhi,Mango,2796.00
16-Jun-18,Delhi,Mango,1356.00
15-Jun-18,Delhi,Mango,2796.00
15-Jun-18,Delhi,Mango,1356.00
14-Jun-18,Delhi,Mango,2796.00
14-Jun-18,Delhi,Mango,1356.00
13-Jun-18,Delhi,Mango,2796.00
13-Jun-18,Delhi,Mango,1356.00
12-Jun-18,Delhi,Mango,3008.00
12-Jun-18,Delhi,Mango,2467.00
12-Jun-18,Delhi,Mango,1430.00
11-Jun-18,Delhi,Mango,2370.00
11-Jun-18,Delhi,Mango,2467.00
11-Jun-18,Delhi,Mango,1430.00
09-Jun-18,Delhi,Mango,3008.00
09-Jun-18,Delhi,Mango,2467.00
09-Jun-18,Delhi,Mango,1430.00
09-Jun-18,Delhi,Mango,2950.00
08-Jun-18,Delhi,Mango,3008.00
08-Jun-18,Delhi,Mango,2467.00
08-Jun-18,Delhi,Mango,1430.00
08-Jun-18,Delhi,Mango,2950.00
07-Jun-18,Delhi,Mango,3008.00
07-Jun-18,Delhi,Mango,2467.00
07-Jun-18,Delhi,Mango,1430.00
07-Jun-18,Delhi,Mango,2633.00
06-Jun-18,Delhi,Mango,3008.00
06-Jun-18,Delhi,Mango,2467.00
06-Jun-18,Delhi,Mango,1430.00
06-Jun-18,Delhi,Mango,2950.00
05-Jun-18,Delhi,Mango,3008.00
05-Jun-18,Delhi,Mango,2467.00
05-Jun-18,Delhi,Mango,1430.00
05-Jun-18,Delhi,Mango,2950.00
04-Jun-18,Delhi,Mango,3008.00
04-Jun-18,Delhi,Mango,2467.00
04-Jun-18,Delhi,Mango,1430.00
04-Jun-18,Delhi,Mango,2622.00
02-Jun-18,Delhi,Mango,3008.00
02-Jun-18,Delhi,Mango,2511.00
02-Jun-18,Delhi,Mango,1430.00
02-Jun-18,Delhi,Mango,2622.00
01-Jun-18,Delhi,Mango,3067.00
01-Jun-18,Delhi,Mango,2733.00
01-Jun-18,Delhi,Mango,1626.00
01-Jun-18,Delhi,Mango,2861.00
31-May-18,Delhi,Mango,2849.00
31-May-18,Delhi,Mango,2733.00
31-May-18,Delhi,Mango,1626.00
31-May-18,Delhi,Mango,3225.00
30-May-18,Delhi,Mango,3067.00
30-May-18,Delhi,Mango,2733.00
30-May-18,Delhi,Mango,1626.00
30-May-18,Delhi,Mango,3225.00
29-May-18,Delhi,Mango,3067.00
29-May-18,Delhi,Mango,2889.00
29-May-18,Delhi,Mango,1626.00
29-May-18,Delhi,Mango,3225.00
28-May-18,Delhi,Mango,3067.00
28-May-18,Delhi,Mango,2889.00
28-May-18,Delhi,Mango,1626.00
28-May-18,Delhi,Mango,3225.00
26-May-18,Delhi,Mango,3067.00
26-May-18,Delhi,Mango,2889.00
26-May-18,Delhi,Mango,1626.00
26-May-18,Delhi,Mango,3225.00
25-May-18,Delhi,Mango,3056.00
25-May-18,Delhi,Mango,2889.00
25-May-18,Delhi,Mango,1626.00
25-May-18,Delhi,Mango,3208.00
24-May-18,Delhi,Mango,3056.00
24-May-18,Delhi,Mango,2889.00
24-May-18,Delhi,Mango,1626.00
24-May-18,Delhi,Mango,3208.00
23-May-18,Delhi,Mango,3056.00
23-May-18,Delhi,Mango,2889.00
23-May-18,Delhi,Mango,1744.00
23-May-18,Delhi,Mango,3208.00
22-May-18,Delhi,Mango,3262.00
22-May-18,Delhi,Mango,3444.00
22-May-18,Delhi,Mango,2222.00
22-May-18,Delhi,Mango,3208.00
21-May-18,Delhi,Mango,3262.00
21-May-18,Delhi,Mango,3444.00
21-May-18,Delhi,Mango,2222.00
21-May-18,Delhi,Mango,4417.00
19-May-18,Delhi,Mango,3262.00
19-May-18,Delhi,Mango,3444.00
19-May-18,Delhi,Mango,2222.00
19-May-18,Delhi,Mango,4417.00
18-May-18,Delhi,Mango,3262.00
18-May-18,Delhi,Mango,3444.00
18-May-18,Delhi,Mango,2222.00
18-May-18,Delhi,Mango,4417.00
17-May-18,Delhi,Mango,3287.00
17-May-18,Delhi,Mango,3444.00
17-May-18,Delhi,Mango,2222.00
17-May-18,Delhi,Mango,4417.00
16-May-18,Delhi,Mango,3309.00
16-May-18,Delhi,Mango,3478.00
16-May-18,Delhi,Mango,2222.00
16-May-18,Delhi,Mango,4417.00
15-May-18,Delhi,Mango,3309.00
15-May-18,Delhi,Mango,3478.00
15-May-18,Delhi,Mango,2222.00
15-May-18,Delhi,Mango,4417.00
14-May-18,Delhi,Mango,3747.00
14-May-18,Delhi,Mango,3500.00
14-May-18,Delhi,Mango,2619.00
14-May-18,Delhi,Mango,4417.00
12-May-18,Delhi,Mango,3769.00
12-May-18,Delhi,Mango,4167.00
12-May-18,Delhi,Mango,2900.00
12-May-18,Delhi,Mango,5100.00
11-May-18,Delhi,Mango,3751.00
11-May-18,Delhi,Mango,4167.00
11-May-18,Delhi,Mango,2900.00
11-May-18,Delhi,Mango,5500.00
10-May-18,Delhi,Mango,3751.00
10-May-18,Delhi,Mango,4167.00
10-May-18,Delhi,Mango,2900.00
10-May-18,Delhi,Mango,5500.00
09-May-18,Delhi,Mango,3751.00
09-May-18,Delhi,Mango,4167.00
09-May-18,Delhi,Mango,2900.00
09-May-18,Delhi,Mango,5500.00
08-May-18,Delhi,Mango,3751.00
08-May-18,Delhi,Mango,4167.00
08-May-18,Delhi,Mango,2900.00
08-May-18,Delhi,Mango,5500.00
07-May-18,Delhi,Mango,3751.00
07-May-18,Delhi,Mango,4167.00
07-May-18,Delhi,Mango,2900.00
07-May-18,Delhi,Mango,5500.00
05-May-18,Delhi,Mango,3751.00
05-May-18,Delhi,Mango,4167.00
05-May-18,Delhi,Mango,2900.00
05-May-18,Delhi,Mango,5500.00
04-May-18,Delhi,Mango,3751.00
04-May-18,Delhi,Mango,4167.00
04-May-18,Delhi,Mango,2900.00
04-May-18,Delhi,Mango,5500.00
03-May-18,Delhi,Mango,3751.00
03-May-18,Delhi,Mango,4167.00
03-May-18,Delhi,Mango,2900.00
03-May-18,Delhi,Mango,5500.00
02-May-18,Delhi,Mango,4312.00
02-May-18,Delhi,Mango,5211.00
02-May-18,Delhi,Mango,3413.00
02-May-18,Delhi,Mango,5750.00
01-May-18,Delhi,Mango,4312.00
01-May-18,Delhi,Mango,5211.00
01-May-18,Delhi,Mango,3413.00
30-Apr-18,Delhi,Mango,4513.00
30-Apr-18,Delhi,Mango,5211.00
30-Apr-18,Delhi,Mango,3413.00
28-Apr-18,Delhi,Mango,4663.00
28-Apr-18,Delhi,Mango,5211.00
28-Apr-18,Delhi,Mango,3413.00
27-Apr-18,Delhi,Mango,4657.00
27-Apr-18,Delhi,Mango,3413.00
26-Apr-18,Delhi,Mango,3515.00
25-Apr-18,Delhi,Mango,3515.00
24-Apr-18,Delhi,Mango,4919.00
24-Apr-18,Delhi,Mango,3515.00
20-Apr-18,Delhi,Mango,5211.00
20-Apr-18,Delhi,Mango,3515.00
19-Apr-18,Delhi,Mango,5211.00
19-Apr-18,Delhi,Mango,3496.00
18-Apr-18,Delhi,Mango,5211.00
18-Apr-18,Delhi,Mango,3496.00
17-Apr-18,Delhi,Mango,5211.00
17-Apr-18,Delhi,Mango,3496.00
16-Apr-18,Delhi,Mango,5211.00
16-Apr-18,Delhi,Mango,3496.00
14-Apr-18,Delhi,Mango,5211.00
14-Apr-18,Delhi,Mango,3496.00
13-Apr-18,Delhi,Mango,6022.00
13-Apr-18,Delhi,Mango,3957.00
12-Apr-18,Delhi,Mango,6022.00
12-Apr-18,Delhi,Mango,3943.00
11-Apr-18,Delhi,Mango,6022.00
11-Apr-18,Delhi,Mango,3910.00
10-Apr-18,Delhi,Mango,6022.00
10-Apr-18,Delhi,Mango,3910.00
09-Apr-18,Delhi,Mango,6022.00
09-Apr-18,Delhi,Mango,3910.00
07-Apr-18,Delhi,Mango,4861.00
06-Apr-18,Delhi,Mango,4861.00
05-Apr-18,Delhi,Mango,4861.00
04-Apr-18,Delhi,Mango,4861.00
03-Apr-18,Delhi,Mango,4861.00
02-Apr-18,Delhi,Mango,4861.00
31-Mar-18,Delhi,Mango,4861.00
30-Mar-18,Delhi,Mango,4861.00
29-Mar-18,Delhi,Mango,4861.00
28-Mar-18,Delhi,Mango,4861.00
27-Mar-18,Delhi,Mango,4861.00
26-Mar-18,Delhi,Mango,4778.00
24-Mar-18,Delhi,Mango,4778.00
23-Mar-18,Delhi,Mango,4778.00
22-Mar-18,Delhi,Mango,4778.00
21-Mar-18,Delhi,Mango,4778.00
20-Mar-18,Delhi,Mango,4778.00
19-Mar-18,Delhi,Mango,4778.00
24-Jan-18,Delhi,Mango,6700.00
23-Jan-18,Delhi,Mango,6700.00
22-Jan-18,Delhi,Mango,6700.00
20-Jan-18,Delhi,Mango,6700.00
19-Jan-18,Delhi,Mango,6700.00
18-Jan-18,Delhi,Mango,6700.00
17-Jan-18,Delhi,Mango,6700.00
16-Jan-18,Delhi,Mango,6700.00
15-Jan-18,Delhi,Mango,5133.00
15-Jan-18,Delhi,Mango,3300.00
13-Jan-18,Delhi,Mango,5100.00
13-Jan-18,Delhi,Mango,3300.00
12-Jan-18,Delhi,Mango,5100.00
12-Jan-18,Delhi,Mango,3300.00
11-Jan-18,Delhi,Mango,5100.00
11-Jan-18,Delhi,Mango,3300.00
10-Jan-18,Delhi,Mango,5100.00
10-Jan-18,Delhi,Mango,3200.00
09-Jan-18,Delhi,Mango,5100.00
09-Jan-18,Delhi,Mango,3200.00
08-Jan-18,Delhi,Mango,5100.00
08-Jan-18,Delhi,Mango,3200.00
06-Jan-18,Delhi,Mango,5133.00
06-Jan-18,Delhi,Mango,3200.00
05-Jan-18,Delhi,Mango,5133.00
05-Jan-18,Delhi,Mango,3200.00
04-Jan-18,Delhi,Mango,5133.00
04-Jan-18,Delhi,Mango,3200.00
03-Jan-18,Delhi,Mango,5133.00
03-Jan-18,Delhi,Mango,3200.00
02-Jan-18,Delhi,Mango,5133.00
02-Jan-18,Delhi,Mango,3200.00
01-Jan-18,Delhi,Mango,5233.00
01-Jan-18,Delhi,Mango,3200.00
30-Dec-17,Delhi,Mango,5233.00
30-Dec-17,Delhi,Mango,3200.00
29-Dec-17,Delhi,Mango,5100.00
29-Dec-17,Delhi,Mango,3200.00
28-Dec-17,Delhi,Mango,5100.00
28-Dec-17,Delhi,Mango,3200.00
27-Dec-17,Delhi,Mango,5100.00
27-Dec-17,Delhi,Mango,3200.00
26-Dec-17,Delhi,Mango,5100.00
26-Dec-17,Delhi,Mango,3200.00
25-Dec-17,Delhi,Mango,5100.00
25-Dec-17,Delhi,Mango,3200.00
23-Dec-17,Delhi,Mango,5100.00
23-Dec-17,Delhi,Mango,3200.00
22-Dec-17,Delhi,Mango,5133.00
22-Dec-17,Delhi,Mango,3200.00
21-Dec-17,Delhi,Mango,5133.00
21-Dec-17,Delhi,Mango,3200.00
20-Dec-17,Delhi,Mango,5133.00
20-Dec-17,Delhi,Mango,3200.00
19-Dec-17,Delhi,Mango,5133.00
19-Dec-17,Delhi,Mango,3200.00
18-Dec-17,Delhi,Mango,5050.00
18-Dec-17,Delhi,Mango,3200.00
16-Dec-17,Delhi,Mango,5033.00
16-Dec-17,Delhi,Mango,3200.00
15-Dec-17,Delhi,Mango,5033.00
15-Dec-17,Delhi,Mango,3200.00
14-Dec-17,Delhi,Mango,4133.00
14-Dec-17,Delhi,Mango,3200.00
13-Dec-17,Delhi,Mango,5100.00
13-Dec-17,Delhi,Mango,3200.00
12-Dec-17,Delhi,Mango,5050.00
12-Dec-17,Delhi,Mango,3200.00
11-Dec-17,Delhi,Mango,5050.00
11-Dec-17,Delhi,Mango,3200.00
08-Dec-17,Delhi,Mango,5667.00
08-Dec-17,Delhi,Mango,3200.00
07-Dec-17,Delhi,Mango,5667.00
07-Dec-17,Delhi,Mango,3200.00
06-Dec-17,Delhi,Mango,5667.00
06-Dec-17,Delhi,Mango,3200.00
05-Dec-17,Delhi,Mango,4267.00
05-Dec-17,Delhi,Mango,2850.00
04-Dec-17,Delhi,Mango,4400.00
04-Dec-17,Delhi,Mango,3000.00
02-Dec-17,Delhi,Mango,4600.00
02-Dec-17,Delhi,Mango,3000.00
01-Dec-17,Delhi,Mango,4600.00
01-Dec-17,Delhi,Mango,3000.00
30-Nov-17,Delhi,Mango,4600.00
30-Nov-17,Delhi,Mango,3000.00
29-Nov-17,Delhi,Mango,4600.00
29-Nov-17,Delhi,Mango,3000.00
28-Nov-17,Delhi,Mango,4600.00
28-Nov-17,Delhi,Mango,3000.00
25-Nov-17,Delhi,Mango,4000.00
25-Nov-17,Delhi,Mango,3000.00
24-Nov-17,Delhi,Mango,3900.00
24-Nov-17,Delhi,Mango,3000.00
22-Nov-17,Delhi,Mango,3900.00
22-Nov-17,Delhi,Mango,3000.00
21-Nov-17,Delhi,Mango,3900.00
21-Nov-17,Delhi,Mango,3000.00
20-Nov-17,Delhi,Mango,3900.00
20-Nov-17,Delhi,Mango,3000.00
18-Nov-17,Delhi,Mango,5000.00
18-Nov-17,Delhi,Mango,3000.00
17-Nov-17,Delhi,Mango,5000.00
17-Nov-17,Delhi,Mango,1400.00
16-Nov-17,Delhi,Mango,5000.00
16-Nov-17,Delhi,Mango,1400.00
15-Nov-17,Delhi,Mango,5000.00
15-Nov-17,Delhi,Mango,1400.00
14-Nov-17,Delhi,Mango,5000.00
14-Nov-17,Delhi,Mango,1400.00
13-Nov-17,Delhi,Mango,5000.00
13-Nov-17,Delhi,Mango,1400.00
11-Nov-17,Delhi,Mango,5000.00
11-Nov-17,Delhi,Mango,1400.00
10-Nov-17,Delhi,Mango,4500.00
10-Nov-17,Delhi,Mango,1400.00
09-Nov-17,Delhi,Mango,4616.00
09-Nov-17,Delhi,Mango,1400.00
08-Nov-17,Delhi,Mango,4617.00
07-Nov-17,Delhi,Mango,4617.00
06-Nov-17,Delhi,Mango,4617.00
04-Nov-17,Delhi,Mango,4617.00
03-Nov-17,Delhi,Mango,4617.00
02-Nov-17,Delhi,Mango,4617.00
01-Nov-17,Delhi,Mango,4617.00
31-Oct-17,Delhi,Mango,4617.00
